compound_name	smiles	CID	logBB	BBB+/BBB-	comments
famotidine	C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N	5702160		BBB+	
loratadine	CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1	3957		BBB+	
cyproheptadine	CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1	2913		BBB+	
antazoline	C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3	2200		BBB+	
sumatriptan	CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C	5358		BBB+	
olanzapine	CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C	135398745		BBB+	
tiapride	CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC	5467		BBB+	
clozapine	CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42	135398737		BBB+	
zolmitriptane	CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3	60857		BBB+	
cisapride	COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F	6917698		BBB+	
trazodone	C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl	5533		BBB+	
fluconazole	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O	3365		BBB+	
gliclazide	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2	3475		BBB+	
quetiapine	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42	5002		BBB+	
sulpiride	CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC	5355		BBB+	
perazine	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42	4744		BBB+	
chlorprothixene	CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl	667467		BBB+	
sertindole	C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O	60149		BBB+	
zuclopenthixol	C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO	5311507		BBB+	
flupenthixol	C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO	5281881		BBB+	
cabergoline	CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C	54746		BBB+	
metoclopramide	CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl	4168		BBB+	
spironolactone	CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C	5833		BBB+	
eplerenone	CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC	443872		BBB+	
simvastatin	CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C	54454		BBB+	
latanoprost	CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O	5311221		BBB+	
telmisartan	CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C	65999		BBB+	
naproxen	CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O	156391		BBB+	
capecitabine	CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O	60953		BBB+	
acenocumarol	CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O	54676537		BBB+	
chlortalidone	C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O	2732		BBB+	
drotaverine	CCOC1=C(C=C(C=C1)C=C2C3=CC(=C(C=C3CCN2)OCC)OCC)OCC	1712095		BBB+	
emedastine	CCOCCN1C2=CC=CC=C2N=C1N3CCCN(CC3)C	3219		BBB+	
ketotifen	CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1	3827		BBB+	
desloratidine	C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4	124087		BBB+	
clemastine	CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C	26987		BBB+	
vitamin K	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C	5280483		BBB+	
triclosan	C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl	5564		BBB+	
