compound_name	smiles	CID	logBB	BBB+/BBB-	comments
GRAMICIDIN-A	CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCO	16132269.0		BBB-	
GRAMICIDIN-B	CC(C)CC(NC(=O)C(C)NC(=O)CNC(=O)C(NC=O)C(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCO			BBB-	
GRAMICIDIN-J2	CC(C)C[C@H](N)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](Cc1ccccc1)C=O			BBB-	
GRAMICIDIN-S	CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O)C(C)C)C(C)C	73357.0		BBB-	
GRAMICIDIN-S-2	CC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC1=O)C(C)C	10374021.0		BBB-	
GRAMICIDIN-S-3	CC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](CC)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(C)C)C(=O)N[C@@H](CCCN)C=O			BBB-	
PACLITAXEL	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)C2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(=C1C2(C)C)C	441276.0		BBB-	
PRISTINAMYCIN-IA	CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(cc2)N(C)C)N(C)C(=O)C2CCCN2C1=O)c1ccccc1	14974.0		BBB-	
PRISTINAMYCIN-IC	CC1OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(cc2)N(C)C)N(C)C(=O)C2CCCN2C(=O)C(C)NC(=O)C1NC(=O)c1ncccc1O)c1ccccc1	443310.0		BBB-	
VALINOMYCIN	CC(C)C1NC(=O)C(C)OC(=O)C(NC(=O)C(OC(=O)C(NC(=O)C(C)OC(=O)C(NC(=O)C(OC(=O)C(NC(=O)C(C)OC(=O)C(NC(=O)C(OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C	5649.0		BBB-	
BENSERAZIDE	NC(CO)C(=O)NNCc1ccc(c(c1O)O)O	2327.0		BBB-	
EPINEPHRINE	CNC[C@H](O)c1ccc(c(c1)O)O	5816.0		BBB-	
ETILEFRINE	CCNCC(O)c1cccc(c1)O	3306.0		BBB-	
FENOXAZOLINE	CC(C)c1ccccc1OCC1=NCCN1	71899.0		BBB-	
HYDROXYAMPHETAMINE	CC(N)Cc1ccc(cc1)O	3651.0		BBB-	
HYDROXYEPHEDRINE	CNC(C)C(O)c1ccc(cc1)O	9701.0		BBB-	
MECLOXAMINE	CC(CN(C)C)OC(C)(c1ccccc1)c1ccc(cc1)Cl	3045406.0		BBB-	
METHOXYPHEDRINE	CNC(C)C(=O)c1ccc(cc1)OC	216281.0		BBB-	
NORFENEFRINE	NCC(O)c1cccc(c1)O	4538.0		BBB-	
THEODRENALINE	CN1C(=O)N(C)c2ncn(c2C1=O)CCNCC(O)c1ccc(c(c1)O)O	71857.0		BBB-	
TYMAZOLINE	CC(C)c1ccc(cc1OCC1=NCCN1)C	34154.0		BBB-	
CARBIDOPA	C[C@@](Cc1ccc(c(c1)O)O)(NN)C(O)=O	34359.0		BBB-	
CARBUTEROL	CC(C)(C)NCC(O)c1ccc(c(c1)NC(N)=O)O	36976.0		BBB-	
DIPIVEFRINE	CNCC(O)c1ccc(c(c1)OC(=O)C(C)(C)C)OC(=O)C(C)(C)C	3105.0		BBB-	
DOPAMINE	NCCc1ccc(c(c1)O)O	681.0		BBB-	
ORPHENADRINE	CN(C)CCOC(c1ccccc1)c1ccccc1C	4601.0		BBB-	
PIVENFRINE	CNCC(O)c1cccc(c1)OC(=O)C(C)(C)C	130545.0		BBB-	
BEVONIUM	C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1	31800.0		BBB-	
EMEPRONIUM CARRAGHEENATE	CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1	34055.0		BBB-	
PENTAPIPERIUM	CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1	27490.0		BBB-	
SULTROPONIUM	C[N+]1(CCCS([O-])(=O)=O)C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1	71868.0		BBB-	
TOLCAPONE	Cc1ccc(cc1)C(=O)c1cc(c(c(c1)[N+]([O-])=O)O)O	4659569.0		BBB-	
AMIKACIN	NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](OC2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1OC1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O			BBB-	
APRAMYCIN	CN[C@H]1[C@@H](O)[C@H]2O[C@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)[C@H](N)CC2O[C@@H]1O[C@H]1O[C@H](CO)[C@@H](N)[C@H](O)[C@H]1O			BBB-	
ARBEKACIN	NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O	68682.0		BBB-	
ASTROMICIN	CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@@H](CC[C@H]2N)C(C)N)[C@H](O)C1N(C)C(=O)CN			BBB-	
BUTIKACIN	NCC[C@@H](O)CN[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O			BBB-	
CLINDAMYCIN-PHOSPHATE	CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1O	10346039.0		BBB-	
DIBEKACIN	NC[C@@H]1CC[C@@H](N)[C@H](O1)O[C@@H]1[C@@H](N)C[C@@H](N)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](N)[C@H]2O)[C@H]1O	470999.0		BBB-	
DIHYDROSTREPTOMYCIN	CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@@H](O[C@@H](C)[C@]1(O)CO)O[C@H]1[C@H](O)[C@@H](O)[C@H](N/C(/N)=N)[C@@H](O)[C@@H]1N/C(/N)=N	439369.0		BBB-	
FRAMYCETIN	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@H]2O[C@@H](CO)[C@H](O[C@H]3O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O			BBB-	
GENTAMICIN	CN[C@@H]1[C@H](O)[C@H](OC[C@]1(C)O)O[C@H]1[C@H](N)C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H]1O	3084091.0		BBB-	
ISEPAMYCIN	CN[C@H]1[C@@H](O)C(OC[C@]1(C)O)O[C@@H]1[C@@H](O)[C@H](OC2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](N)C[C@@H]1NC(=O)C(O)CN			BBB-	
BEKANAMYCIN	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O	439318.0		BBB-	
KANAMYCIN	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](OC3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O			BBB-	
KITASAMYCIN	CO[C@H]1[C@H](O)CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1OC1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C			BBB-	
SEDECAMYCIN	C[C@@H]1[C@H]2C[C@H](OC(C)=O)C=CC(=CC[C@H](O)C=CC(=C[C@@H](NC(=O)C(C)=O)[C@](C)(C(=O)O2)C1=O)C)C			BBB-	
MIDECAMYCIN	CCC(=O)O[C@@H]1CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@H]1OC	443948.0		BBB-	
MIRINCAMYCIN	CCCCCC1CN[C@@H](C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O			BBB-	
NEOMYCIN	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O	72392.0		BBB-	
NETILMICIN	CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O	441306.0		BBB-	
PROPIKACIN	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](NC(CO)CO)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O	9872451.0		BBB-	
SISOMICIN	CN[C@@H]1[C@@H](O)[C@H](OC[C@]1(C)O)O[C@H]1[C@H](N)C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@@H]1O	36119.0		BBB-	
STREPTOMYCIN	CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@@H](O[C@@H](C)[C@]1(O)C=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](N/C(/N)=N)[C@@H](O)[C@@H]1N/C(/N)=N	19649.0		BBB-	
TOBRAMYCIN	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)C(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O	9804613.0		BBB-	
TROSPECTOMYCIN	CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1	55886.0		BBB-	
CEFTIBUTEN	Nc1scc(n1)/C(=C/CC(O)=O)/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O	5282242.0		BBB-	
ADICILLIN	CC1(C)S[C@@H]2[C@H](NC(=O)CCCC(N)C(O)=O)C(=O)N2[C@H]1C(O)=O			BBB-	
ALMECILLIN	CC1(C)S[C@@H]2[C@H](NC(=O)CSCC=C)C(=O)N2[C@H]1C(O)=O	71365.0		BBB-	
