compound_name	smiles	CID	logBB	BBB+/BBB-	comments
Butaperazine-Maleate	CCCC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCC[NH+]4CC[NH+](C)CC4)C=C1		0.82999998		
butyl 4-aminobenzoate	CCCCOC(=O)C1=CC=C(N)C=C1		0.41999999		
Caffeine	C[N]1C=NC2=C1C(=O)N(C)C(=O)N2C		-0.021709999		
Carbamazepine	NC(=O)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3		-0.07		
Carbamazepine-10,11-Epoxide	NC(=O)N1C2=C(C=CC=C2)C3OC3C4=C1C=CC=C4		-0.34666699		
Carmustine (BCNU)	ClCCNC(=O)N(CCCl)N=O		-0.51999998		
Carteolol	CC(C)(C)[NH2+]CC(O)COC1=C2CCC(=O)NC2=CC=C1		-0.40000001		
Cefotetan	COC1(NC(=O)[CH]2S[C](S2)=[C](C(N)=O)C([O-])=O)C3SCC(=C(N3C1=O)C([O-])=O)CSC4=NN=N[N]4C		-1.89		
Cetirizine	[O-]C(=O)COCC[NH+]1CC[NH+](CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3		-2.1500001		
Chlorambucil	[O-]C(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl		-1.7		
Chlorpromazine	C[NH+](C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2		0.94999999		
Cimetidine (Y-G1)	CNC(NCCSCC1=C(C)[NH]C=N1)=NC#N		-1.42		
Clobazam	CN1C(=O)CC(=O)N(C2=CC=CC=C2)C3=C1C=CC(=C3)Cl		0.34999999		
Clonidine (SKB6)	ClC1=C(NC2=[NH+]CCN2)C(=CC=C1)Cl		0.15000001		
Cocaine	COC(=O)C1C(CC2CCC1[NH+]2C)OC(=O)C3=CC=CC=C3		0.60000002		
Compound 13	CC(C)(O)CN1N=C(C=CC1=O)C2=C3C=CC=C[N]3N=C2C4=CC=CC=C4		-0.23		
Compound 17	CN(C)C(=O)CN1N=C(C=CC1=O)C2=C3C=CC=C[N]3N=C2C4=CC=CC=C4		-1.0		
Compound 28	O=C1C=CC(=NN1CC[NH+]2CCCCC2)C3=C4C=CC=C[N]4N=C3C5=CC=CC=C5		0.38		
Compound 32	C[NH+]1CCC(CC1)N2N=C(C=CC2=O)C3=C4C=CC=C[N]4N=C3C5=CC=CC=C5		0.059999999		
Compound 5	CC(=O)CN1N=C(C=CC1=O)C2=C3C=CC=C[N]3N=C2C4=CC=CC=C4		-0.31		
Compound A	NC1=[NH+]C(=CC=C1)C[NH+]2CCC(CC2)NC(=O)C(O)(C3CCC(F)(F)C3)C4=CC=CC=C4		-0.88999999		
Cotinine	CN1C(CCC1=O)C2=CC=CN=C2		-0.252		
Cyclosporine A	CCC1NC(=O)C(C(O)C(C)\C=C\C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C		-0.78100002		
Cytisine	O=C1C=CC=C2C3CNCC(C3)CN12		-1.09		
Daidzein OK	OC1=CC=C(C=C1)C2=COC3=CC(=CC=C3C2=O)O		-0.15000001		
Darifenacin	NC(=O)C(C1CC[NH+](CCC2=CC3=C(OCC3)C=C2)C1)(C4=CC=CC=C4)C5=CC=CC=C5		-0.62		
Desipramine	C[NH2+]CCCN1C2=CC=CC=C2CCC3=CC=CC=C13		1.03333		
Desmethydesipramine (didesipramine or Desdimethylimipramine)	[NH3+]CCCN1C2=C(CCC3=CC=CC=C13)C=CC=C2		1.01		
Desmethylclobazam	ClC1=CC=C2NC(=O)CC(=O)N(C3=CC=CC=C3)C2=C1		0.23999999		
Desmonomethylpromazine (Monodesmethylpromazine)	C[NH2+]CCCN1C2=C(SC3=CC=CC=C13)C=CC=C2		0.58999997		
Diazepam	CN1C(=O)CN=C(C2=CC=CC=C2)C3=CC(=CC=C13)Cl		0.34625		
Digoxin	CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC3C(O)CC(OC3C)OC4CCC5(C)C(CCC6C5CC(O)C7(C)C(CCC67O)C8=CC(=O)OC8)C4		-1.23		
Diphenhydramine	C[NH+](C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2		1.26		
DM44	COC(=O)C1C(C)CC(=CC1=O)NC2=CC(=CC=C2)[N+]([O-])=O		-1.0		
DM49	COC(=O)C1C(C)CC(=CC1=O)NC2=CC(=CC=C2)OC(F)(F)F		-0.17		
DM5	COC(=O)C1C(C)CC(=CC1=O)NC2=CC=C(Cl)C=C2		-0.94999999		
Domperidone	ClC1=CC2=C(C=C1)N(C3CC[NH+](CCCN4C(=O)NC5=C4C=CC=C5)CC3)C(=O)N2		-0.87833297		
Donepezil (Aricept)	COC1=C(OC)C=C2C(=O)C(CC3CC[NH+](CC3)CC4=CC=CC=C4)CC2=C1		0.88999999		
Doxorubicin	COC1=CC=CC2=C1C(=O)C3=C(C(=C4CC(O)(CC(OC5CC([NH3+])C(O)C(C)O5)C4=C3O)C(=O)CO)O)C2=O		-0.82999998		
Doxylamine	C[NH+](C)CCOC(C)(C1=CC=CC=C1)C2=NC=CC=C2		0.63999999		
Ethenzamide (o-Ethoxybenzamide and AI-5)	CCOC1=C(C=CC=C1)C(N)=O		-0.046		
Ethyl 4-aminobenzoate	CCOC(=O)C1=CC=C(N)C=C1		0.27000001		
Etoposide	COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(OC4OC5COC(C)OC5C(O)C4O)C6=C2C=C7OCOC7=C6		-2.0		
Fentanyl	CCC(=O)N(C1CC[NH+](CC1)CCC2=CC=CC=C2)C3=CC=CC=C3		0.57933301		
Fexofenadine (Allegra)	CC(C)(C([O-])=O)C1=CC=C(C=C1)C(O)CCC[NH+]2CCC(CC2)C(O)(C3=CC=CC=C3)C4=CC=CC=C4		-0.98000002		
FFMZ	CC(F)OC(=O)C1=C2CN(C)C(=O)C3=CC(=CC=C3[N]2C=N1)F		-0.092500001		
Flesinoxan	OCC1COC2=C(C=CC=C2O1)N3CC[NH+](CCNC(=O)C4=CC=C(F)C=C4)CC3		-0.447		
Flumazenil	CCOC(=O)C1=C2CN(C)C(=O)C3=CC(=CC=C3[N]2C=N1)F		-0.28999999		
Flunitrazepam	CN1C(=O)CN=C(C2=C(F)C=CC=C2)C3=C1C=CC(=C3)[N+]([O-])=O		0.059999999		
Fluoroethylfumazrnil	CCOC(=O)C1=C2CN(CCF)C(=O)C3=CC(=CC=C3[N]2C=N1)F		-0.14		
Fluoxetine	C[NH2+]CCC(OC1=CC=C(C=C1)C(F)(F)F)C2=CC=CC=C2		0.72000003		
Fluvoxamine	COCCCC\C(=N\OCC[NH3+])C1=CC=C(C=C1)C(F)(F)F		0.79000002		
Galantamine	COC1=CC=C2C[NH+](C)CCC34C=CC(O)CC3OC1=C24		0.31999999		
Gentisic acid	OC1=CC=C(O)C(=C1)C([O-])=O		0.079999998		
Glycyrrhetinic acid	CC1(C)C(O)CCC2(C)C1CCC3(C)C2C(=O)C=C4C5CC(C)(CCC5(C)CCC34C)C([O-])=O		-1.399		
Haloperidol	OC1(CC[NH+](CCCC(=O)C2=CC=C(F)C=C2)CC1)C3=CC=C(Cl)C=C3		1.34		
HEPP (beta-ethyl-beta-hydroxybenzenepropanamide)	CCC(O)(CC(N)=O)C1=CC=CC=C1		0.039999999		
Hexobarbital 	CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2		-0.021749999		
Hydroxyzine	OCCOCC[NH+]1CC[NH+](CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3		0.285		
I-1	CN1CN(C2=CC=CC=C2)C3(CC[NH+](CCCC(=O)C4=CSC(=C4)I)CC3)C1=O		-0.252		
I-4 (4-4-cyanophenoxy-methyl-piperidine-n-iodo-allyl)	I\C=C\C[NH+]1CCC(CC1)COC2=CC=C(C=C2)C#N		1.132		
Ibuprofen (a-Methyl-4-isobutylphenylacetic acid)	CC(C)CC1=CC=C(C=C1)C(C)C([O-])=O		-0.18000001		
Icotidine	COC1=CC=CN=C1CCCCNC2=NC=C(CC3=CC=C(C)N=C3)C(=O)N2		-2.0		
Imipramine (SKB8)	C[NH+](C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2		1.0325		
Indinavir	CC(C)(C)NC(=O)C1C[NH+](CC[NH+]1CC(O)CC(CC2=CC=CC=C2)C(=O)NC3C(O)CC4=C3C=CC=C4)CC5=CC=CN=C5		-0.74083		
Indomethacin	COC1=CC2=C(C=C1)[N](C(=C2CC([O-])=O)C)C(=O)C3=CC=C(Cl)C=C3		-1.26		
Isotretinoin (13-cis-Retinoic Acid)	CC1=C(\C=C\C(C)=C\C=C\C(C)=C/C([O-])=O)C(C)(C)CCC1		-0.49399999		
L-663,581	CC(C)C1=NC(=NO1)C2=C3CN(C)C(=O)C4=C(Cl)C=CC=C4[N]3C=N2		-0.30000001		
Lamotrigine	NC1=NN=C(C(=N1)N)C2=CC=CC(=C2Cl)Cl		0.47999999		
Levodopa	[NH3+]C(CC1=CC=C(O)C(=C1)O)C([O-])=O		-0.76999998		
Levorphanol	C[NH+]1CCC23CCCCC2C1CC4=CC=C(O)C=C34		0.0		
Lidocaine	CC[NH+](CC)CC(=O)NC1=C(C)C=CC=C1C		0.34		
Loperamide	CN(C)C(=O)C(CC[NH+]1CCC(O)(CC1)C2=CC=C(Cl)C=C2)(C3=CC=CC=C3)C4=CC=CC=C4		0.76999998		
Lorazepam	OC1N=C(C2=C(Cl)C=CC=C2)C3=C(NC1=O)C=CC(=C3)Cl		0.44		
LU-201640 	CC(C)(C)C1=NC(=CC(=N1)N2CC[NH+](CCCSC3=NC=CC(=O)N3)CC2)C(F)(F)F		0.30000001		
Lupitidine (Y-G5; SKF93479)	C[NH+](C)CC1=CC=C(CSCCNC2=NC=C(CC3=CN=C(C)C=C3)C(=O)N2)O1		-1.0599999		
Mannitol	OCC(O)C(O)C(O)C(O)CO		-1.6		
Mefloquine (AI-8)	OC(C1CCCC[NH2+]1)C2=CC(=NC3=C(C=CC=C23)C(F)(F)F)C(F)(F)F		0.63		
Mesoridazine	C[NH+]1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)[S](C)=O		-0.185		
Methamphetamine	C[NH2+]C(C)CC1=CC=CC=C1		0.93000001		
Methohexital	CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O		-0.059999999		
Methotrexate	CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)NC(CCC([O-])=O)C([O-])=O		-1.52		
Metoprolol	COCCC1=CC=C(OCC(O)C[NH2+]C(C)C)C=C1		1.15		
Mianserin	C[NH+]1CCN2C(C1)C3=C(CC4=C2C=CC=C4)C=CC=C3		0.99000001		
Midazolam	CC1=NC=C2CN=C(C3=CC=CC=C3F)C4=CC(=CC=C4[N]12)Cl		0.39766699		
Miloxacin	CON1C=C(C([O-])=O)C(=O)C2=CC3=C(OCO3)C=C12		-0.92049998		
Mirtazapine	C[NH+]1CCN2C(C1)C3=C(CC4=CC=C[NH+]=C24)C=CC=C3		0.52999997		
Misonidazolefluoro (Fluoromisonidazole)	OC(COCF)C[N]1C=CN=C1[N+]([O-])=O		-0.0099999998		
MK-801	CC12[NH2+]C(CC3=C1C=CC=C3)C4=C2C=CC=C4		1.11		
Monohydroxy L-663,581 metabolite (M1L-663581)	CN1CC2=C(N=C[N]2C3=CC=CC(=C3C1=O)Cl)C4=NOC(=N4)C(C)(C)O		-1.34		
Morphine	C[NH+]1CCC23C4OC5=C2C(=CC=C5O)CC1C3C=CC4O		-0.40450001		
MSP	CN1CN(C2=CC=CC=C2)C3(CC[NH+](CCCC(=O)C4=CC=C(F)C=C4)CC3)C1=O		0.46000001		
Nalidixic acid	CCN1C=C(C([O-])=O)C(=O)C2=CC=C(C)N=C12		-0.65899998		
Nelfinavir (AG-1341)	CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(O)C[NH+]3CC4CCCCC4CC3C(=O)NC(C)(C)C		-0.93000001		
Nevirapine	CC1=CC=NC2=C1NC(=O)C3=CC=CN=C3N2C4CC4		0.0		
Nicotine	C[NH+]1CCCC1C2=CN=CC=C2		0.34533301		
Nor-1-Chlorpromazine	C[NH2+]CCCN1C2=CC=CC=C2SC3=CC=C(Cl)C=C13		1.37		
Nor-2-chlorpromazine	[NH3+]CCCN1C2=CC=CC=C2SC3=CC=C(Cl)C=C13		0.97000003		
Nordazepam (Desmethyldiazepam)	ClC1=CC2=C(NC(=O)CN=C2C3=CC=CC=C3)C=C1		0.55500001		
Nor-nicotine	C1C[NH2+]C(C1)C2=CN=CC=C2		0.31999999		
Northioridazine	CSC1=CC=C2SC3=C(C=CC=C3)N(CCC4CCC[NH2+]C4)C2=C1		0.75		
Norverapamil	COC1=CC=C(CC[NH2+]CCCC(C#N)(C(C)C)C2=CC=C(OC)C(=C2)OC)C=C1OC		-0.63999999		
Olanzapine	C[NH+]1CCN(CC1)C2=NC3=C(NC4=C2C=C(C)S4)C=CC=C3		0.77999997		
Omeprazole	COC1=CC2=C(C=C1)N=C([NH]2)[S](=O)CC3=C(C)C(=C(C)C=N3)OC		-0.81999999		
Org-12962	FC(F)(F)C1=CC=C([NH+]=C1Cl)N2CC[NH2+]CC2		1.64		
Org-13011	FC(F)(F)C1=CC(=[NH+]C=C1)N2CC[NH+](CCCCN3CCCC3=O)CC2		0.16		
Org-30526	ClC1=CC=C2OC3=CC=CC=C3C4C[NH2+]CC4C2=C1		0.38999999		
Org-32104	CC1=C2OC3=CC=CC=C3C4(O)CC[NH2+]CC4C2=CC=C1		0.51999998		
Org-34167	[NH3+]C(CC=C)C1=C(C=CC=C1)C2=NOC3=CC=CC=C23		0.0		
Org-5222	C[NH+]1CC2C(C1)C3=CC(=CC=C3OC4=CC=CC=C24)Cl		1.03		
Oxazepam	OC1N=C(C2=CC=CC=C2)C3=C(NC1=O)C=CC(=C3)Cl		0.57999998		
Paraxanthine	C[N]1C=NC2=C1C(=O)N(C)C(=O)N2		0.059999999		
Pentazocine	CC1C2CC3=CC=C(O)C=C3C1(C)CC[NH+]2CC=C(C)C		0.54466701		
Pentobarbital	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O		0.050000001		
Pentylenetetrazole (metrazole)	C1CC[N]2N=NN=C2CC1		-0.029999999		
Pergolide	CCC[NH+]1CC(CSC)CC2C1CC3=C[NH]C4=C3C2=CC=C4		0.30000001		
Pfizer Compound 1	COC1=C(C[NH2+]C2C3CC[NH+](CC3)C2C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C=C1)C(C)C		0.47999999		
Pfizer Compound 10	FC(F)OC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C(OC(F)(F)F)C=C1		0.88		
Pfizer Compound 11	CC(C)OC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C(OC(F)(F)F)C=C1		0.41		
Pfizer Compound 12	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C(C=C1)[S](C)(=O)=O		-0.15000001		
Pfizer Compound 13	COC1=C(C[NH2+]C2C3CC[NH+](C3)C2C(C4=CC=CC=C4)C5=CC=CC=C5)C=C6N(CCC6=C1)[S](C)(=O)=O		-1.0		
Pfizer Compound 14	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C4N(C(C)CC4=C1)[S](C)(=O)=O		-0.41999999		
Pfizer Compound 15	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C(C=C1)C4=NC=CS4		0.36000001		
Pfizer Compound 16	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C(C=C1)N4CCCC4=O		-0.22		
Pfizer Compound 17	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C4N=C(C)SC4=C1		0.47999999		
Pfizer Compound 18	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C(C=C1)N(C4=NC(=C(C)S4)C)[S](C)(=O)=O		-0.37		
Pfizer Compound 19	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C4N=C(C)OC4=C1		0.49000001		
Pfizer Compound 2	COC1=C(C[NH2+]C2C3CC[NH+](CC3)C2C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C=C1)C(C)(C)C		0.46000001		
Pfizer Compound 20	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C(C=C1)[N]4N=C(C)C=C4C		0.11		
Pfizer Compound 21	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C4N=C(SC4=C1)C(C)(C)C		0.85000002		
Pfizer Compound 22	CC(C)OC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C4N=C(C)SC4=C1		0.31999999		
Pfizer Compound 23	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C4N=C(SC4=C1)C5=CC=CC=C5		1.26		
Pfizer Compound 24	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C4N=C(SC4=C1)C5CC5		0.62		
Pfizer Compound 3	COC1=C(C[NH2+]C2C3CC[NH+](CC3)C2C(C4=CC=CC=C4)C5=CC=CC=C5)C=C(C=C1)C(C)(C)O		-0.88999999		
Pfizer Compound 4	COC1=C(C[NH2+]C2C3CC[NH+](CC3)C2C(C4=CC=CC=C4)C5=CC=CC=C5)C=CC=C1		0.37		
Pfizer Compound 5	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=CC=C1		0.87		
Pfizer Compound 6	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C(C=C1)C(C)(C)C		0.98000002		
Pfizer Compound 7	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C(OC(F)(F)F)C=C1		0.63		
Pfizer Compound 8	COC1=C(C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3)C=C(C=C1)C(C)C		0.92000002		
Pfizer Compound 9	CC(C)(C)C1=CC(=C(OC(F)(F)F)C=C1)C[NH2+]C2CCC[NH2+]C2C3=CC=CC=C3		0.95999998		
Phencyclidine	C1CC[NH+](CC1)C2(CCCCC2)C3=CC=CC=C3		0.51999998		
Phenserine	CN1C2[NH+](C)CCC2(C)C3=C1C=CC(=C3)OC(=O)NC4=CC=CC=C4		1.0		
Phenylbutazone	CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3		-0.51999998		
Phenyl-N-tert-butylnitrone	CC(C)(C)[N+](/[O-])=C\C1=CC=CC=C1		0.050000001		
Phenytoin	O=C1NC(=O)C(N1)(C2=CC=CC=C2)C3=CC=CC=C3		-0.096000001		
Physostigmine	CNC(=O)OC1=CC2=C(C=C1)N(C)C3[NH+](C)CCC23C		0.079499997		
Pindolol	CC(C)[NH2+]CC(O)COC1=C2C=C[NH]C2=CC=C1		-0.13500001		
PK-11195	CCC(C)N(C)C(=O)C1=NC(=C2C=CC=CC2=C1)C3=CC=CC=C3Cl		0.47999999		
p-Phenylbenzoic acid	[O-]C(=O)C1=CC=C(C=C1)C2=CC=CC=C2		-1.26		
Primidone	CCC1(C(=O)NCNC1=O)C2=CC=CC=C2		-0.07		
