compound_name	smiles	CID	logBB	BBB+/BBB-	comments
Codeine	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O	5284371.0	0.55		
Desipramine	CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31	2995.0	1.2		
Diazepam	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	3016.0	0.52		
Diethyl ether	CCOCC	3283.0	0		
Enﬂurane	C(C(OC(F)F)(F)F)(F)Cl	3226.0	0.24		
Ethanol	CCO	702.0	−0.16		
Flunitrazepam	CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F	3380.0	0.06		
Fluphenazine	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO	3372.0	1.51		
Fluroxene	C=COCC(F)(F)F	9844.0	0.13		
Haloperidol	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F	3559.0	1.34		
Halothane	C(C(F)(F)F)(Cl)Br	3562.0	0.35		
Hexobarbital	CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2	3608.0	0.1		
Imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	3696.0	1.06		
Isoﬂurane	C(C(F)(F)F)(OC(F)F)Cl	3763.0	0.42		
Methane	C	297.0	0.04		
Methoxyﬂurane	COC(C(Cl)Cl)(F)F	4116.0	0.25		
Methylcyclopentane	CC1CCCC1	7296.0	0.93		
Mianserin	CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42	4184.0	0.99		
Midazolam	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F	4192.0	0.36		
Neon	[Ne]	23935.0	0.2		
n-Heptane	CCCCCCC	8900.0	0.81		
n-Hexane	CCCCCC	8058.0	0.8		
Nitrogen	N#N	947.0	0.03		
Nitrous oxide	[N-]=[N+]=O	948.0	0.03		
n-Pentane	CCCCC	8003.0	0.76		
Oxazepam	C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O	4616.0	0.61		chemical name corrected
Pentobarbital	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC	4737.0	0.12		
Phenylbutazone	CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3	4781.0	−0.52		
Phenytoin	C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3	1775.0	−0.04		
Physostigmine	CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C	5983.0	0.079		
Propan-1-ol	CCCO	1031.0	−0.16		
Propan-2-ol	CC(C)O	3776.0	−0.15		
Propanone	CC(=O)C	180.0	−0.15		
Propranolol	CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O	4946.0	0.64		
Pyrilamine	CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2	4992.0	0.5		
Risperidone	CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F	5073.0	−0.02		
Sulphur hexaﬂuoride	FS(F)(F)(F)(F)F	17358.0	0.36		
Teﬂurane	C(C(F)(F)F)(F)Br	31300.0	0.27		
Tibolone	CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O	444008.0	0.4		
Toluene	CC1=CC=CC=C1	1140.0	0.37		
Triazolam	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl	5556.0	0.74		
Trichloroethene	C(=C(Cl)Cl)Cl	6575.0	0.34		
Trichloromethane	C(Cl)(Cl)Cl	6212.0	0.29		
Xenon	[Xe]	23991.0	0.03		
Mirtazapine	CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4	4205.0	0.53		
Hexane	CCCCCC	8058.0	0.8		
Divinyl ether	C=COC=C	8024.0	−0.11		
Ethylbenzene	CCC1=CC=CC=C1	7500.0	0.2		
p-Xylene	CC1=CC=C(C=C1)C	7809.0	0.31		
Zolanitidine	nan		0.14		
Phenserine	CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C	192706.0	1		
Heptane	CCCCCCC	8900.0	0.81		
Diethylether	CCOCC	3283.0	0		
Cyclohexane	C1CCCCC1	8078.0	0.92		
Methylcyclopentane	CC1CCCC1	7296.0	0.93		
Bromperidol	C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F	2448.0	1.38		
Paraxanthine	CN1C=NC2=C1C(=O)N(C(=O)N2)C	4687.0	0.06		
m-Xylene	CC1=CC(=CC=C1)C	7929.0	0.29		
o-Xylene	CC1=CC=CC=C1C	7237.0	0.37		
2-Chloro-1,1,1-trifluoroethane	C(C(F)(F)F)Cl	6408.0	0.08		chemical name corrected
Trichloroethylene	C(=C(Cl)Cl)Cl	6575.0	0.34		
Butanone	CCC(=O)C	6569.0	−0.08		
Aminopyrine	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	6009.0	0		
1-Hydroxymidazolam	C1C2=CN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4F)CO	107917.0	−0.07		
Bretazenil	CC(C)(C)OC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br	107926.0	−0.09		
Methohexital	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C	9034.0	−0.06		
4-Hydroxymidazolam	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4F	124449.0	−0.3		
