compound_name	smiles	CID	logBB	BBB+/BBB-	comments
amezinium	COc1[n+](c2ccccc2)ncc(N)c1	71927.0	-1.0	BBB+	
aminopyrine	CN1C(C)=C(N(C)C)C(N1c2ccccc2)=O	6009.0		BBB+	
amiodarone	O=C(C1=CC(I)=C(OCCN(CC)CC)C(I)=C1)C2=C(CCCC)OC3=C2C=CC=C3	2157.0	-1.08	BBB+	
amitriptyline, triptanol, elavil	CN(CCC=C1c2c(CCc3c1cccc3)cccc2)C	2160.0	0.89	BBB+	
amobarbital	O=C1NCC(CCC(C)C)(CC)C(N1)=O	101047238.0	0.04	BBB+	
amoxapine	ClC1=CC=C(OC2=CC=CC=C2N=C3N4CCNCC4)C3=C1	2170.0		BBB+	
Angell-br	O=C(C1=CC=C(C=C1)C2=CC(C(NC3CC3)=O)=CC=C2C)NCC4CC4	24856363.0	-0.523	BBB+	
antipyrine	CN1C(C)=CC(N1c2ccccc2)=O	2206.0	-0.1	BBB+	
apomorphine	OC1=CC=C2C(C3=C4C(CCN(C)[C@]4([H])C2)=CC=C3)=C1O	6005.0		BBB+	
aripiprazole, abilify	O=C1NC2=C(C=CC(OCCCCN3CCN(C4=CC=CC(Cl)=C4Cl)CC3)=C2)CC1	60795.0		BBB+	
asimadoline	OC1CN(CC(C2=CC=CC=C2)N(C)C(C(C3=CC=CC=C3)C4=CC=CC=C4)=O)CC1	9823095.0	-0.51	BBB+	
atenolol	O=C(N)Cc1ccc(OCC(NC(C)C)O)cc1		-1.42	BBB+	
atevirdine, U87201	COC1=CC(C=C(C(N2CCN(C3=NC=CC=C3NCC)CC2)=O)N4)=C4C=C1	60848.0	-0.01	BBB+	
atomoxetine	CC1=CC=CC=C1O[C@H](C2=CC=CC=C2)CCNC	6093336.0		BBB+	
atorvastatin	O=C(O)C[C@H](O)C[C@H](O)CCN1C(C2=CC=C(F)C=C2)=C(C3=CC=CC=C3)C(C(NC4=CC=CC=C4)=O)=C1C(C)C	60823.0	-1.36	BBB+	
B-038, ICI17148	CC1=CSC(N=C(N)N)=N1	2776666.0	-0.04	BBB+	
B-039, icotidine	COc1cccnc1CCCCNC2=NC(C(Cc3ccc(C)nc3)=CN2)=O	72108.0	-2.0	BBB+	
B-040, SKF-93619	CN(C)CC1=CC=C(CSCCNC2=NC(C(Cc3cc4ccccc4cc3)=CN2)=O)O1	14022522.0	-1.3	BBB+	
B-041, lupitidine	CN(C)CC1=CC=C(CSCCNC2=NC(C(Cc3ccc(C)nc3)=CN2)=O)O1	4375468.0	-1.06	BBB+	
B-047	CN(C)c1nccc(C2=NNC(N)=N2)c1	12889418.0	-1.17	BBB+	
B-048	Brc1c(CSCCN/C(NCC)=NC#N)nccc1	14022517.0	-2.15	BBB+	
B-049	Brc1cccnc1CSCCNC2=C([N+]([O-])=O)NC=C2		-0.67	BBB+	
B-050	O=[N+]([O-])C1=C(NC=C1)NCCSCc2ccccn2	14022481.0	-0.66	BBB+	
B-051	O=[N+]([O-])C1=C(NC=C1Cc2ccccc2)NCCSCc3ccccn3	14022483.0	-0.12	BBB+	
B-052	NC(N)=NC1=NC(c2ccccc2)=CS1	3763607.0	-0.18	BBB+	
B-053	NC(N)=NC1=NC(c2cc(N)ccc2)=CS1	14022509.0	-1.17	BBB+	
B-054	NC(N)=NC1=NC(c2cc(N/C(NC)=N/C#N)ccc2)=CS1	14022519.0	-1.54	BBB+	
B-056	CN(C)CC1=CC=C(CSCCNC2=C([N+]([O-])=O)C=CN2)O1	13646638.0	-1.12	BBB+	
B-057	CN(C)CC1=CC=C(CSCCNC2=C(Cc3ccccc3)C=CN2)O1		-0.73	BBB+	
B-057; compound34	NC(N)=NC1=NC(c2cc(NC(C)=O)ccc2)=CS1	14022511.0	-1.57	BBB+	
B-058	CN(C)CC1=CC=C(c2cc(NC3=C([N+]([O-])=O)C=CN3)ccc2)O1	14022491.0	-0.27	BBB+	
B-059	CN(C)Cc1ccnc(c2cc(NC3=C([N+]([O-])=O)C=CN3)ccc2)c1	14022486.0	-0.28	BBB+	
B-060	CC(NCCCOc1cccc(CN2CCCCC2)c1)=O	9971484.0	-0.46	BBB+	
B-061	O=C(c1ccccc1)NCCCOc2cccc(CN3CCCCC3)c2	10498206.0	-0.24	BBB+	
B-062	OCCCOc1cccc(CN2CCCCC2)c1	10444765.0	-0.02	BBB+	
B-063	N1(Cc2cccc(OCCCNc3ccccn3)c2)CCCCC1	10019237.0	0.69	BBB+	
B-064, SKB-37	N1(Cc2cccc(OCCCNC3=NC=CS3)c2)CCCCC1	14022497.0	0.44	BBB+	
B-065, zolantidine	N1(Cc2cccc(OCCCNC3=Nc4ccccc4S3)c2)CCCCC1	91769.0	0.14	BBB+	
B-066, SKB-42	N1(Cc2cccc(OCCCNC3=Nc4ccccc4O3)c2)CCCCC1	14022499.0	0.22	BBB+	
B-067, GP 26-301	NC(N1c2ccccc2CCc3ccccc31)=O	19099.0		BBB+	
B-096	O=C(N)N1c2ccccc2C(O3)C3c4ccccc14	2555.0	-0.34	BBB+	
B-101, beloxepin	CN1CCC2(O)c3ccccc3Oc4c(C)cccc4C2([H])C1	9860946.0	0.82	BBB+	
B-102, asenapine, Org5222	CN1CCC2(O)c3ccccc3Oc4ccc(Cl)cc4C2([H])C1		1.03	BBB+	
B-103, Org12962	Clc1c(C(F)(F)F)ccc(N2CCNCC2)n1	9796408.0	1.64	BBB+	
B-104, Org13011	O=C1CCCN1CCCCN(CC2)CCN2c3cc(C(F)(F)F)ccn3	9907401.0	0.16	BBB+	
B-105, Org32104	OC12c3ccccc3Oc4c(C)cccc4C1([H])CNCC2		0.52	BBB+	
B-106, Org30526	[H]C12c3cc(Cl)ccc3Oc4ccccc4C1([H])CNCC2		0.39	BBB+	
B-109, Org34167	NC(CC=C)c1c(C2=NOc3ccccc32)cccc1	9861160.0		BBB+	
barbital	CCC1(C(NC(NC1=O)=O)=O)CC	2294.0	-0.137	BBB+	
benzene	c1ccccc1	241.0	0.37	BBB+	
benzoylecgonine	CN1[C@H]2CC[C@H]1[C@@H](CC(O)=O)[C@@H](OC(C3=CC=CC=C3)=O)C2		-1.35	BBB+	
benztropine	CN1C2CC(OC(C3=CC=CC=C3)C4=CC=CC=C4)CC1CC2	2344.0		BBB+	
biperiden	OC(C1=CC=CC=C1)(CCN2CCCCC2)C3CC4C=CC3C4	2381.0		BBB+	
BMS-204352	O=C(N1)[C@](c2cc(Cl)ccc2OC)(F)c3c1cc(C(F)(F)F)cc3	214350.0	1.04	BBB+	
BMS-279700	CC(C1)NCCN1C2=CC=C3N=C(NC4=C(Cl)C=CC=C4C)C5=CN=CN5C3=N2	19605717.0	-0.22	BBB+	
BMS-387032, SNS-032	O=C(NC1=NC=C(SCC2=NC=C(C(C)(C)C)O2)S1)C3CCNCC3	3025986.0	-0.57	BBB+	
bretazenil	Brc1c(C(N(CCC2)C2C3=C(C(OC(C)(C)C)=O)N=CN34)=O)c4ccc1	9823370.0	-0.09	BBB+	
bromocriptine	O=C1C(CC(C)C)N(C2=O)C(O[C@@]2(C(C)C)NC([C@@H]3C=C(C(C=CC=C4N5)=C4C(C6)=C5Br)[C@]6([H])N(C)C3)=O)[C@@]7([H])N1CCC7		-0.59	BBB+	
bromperidol	Brc1ccc(C2(O)CCN(CCCC(c3ccc(F)cc3)=O)CC2)cc1	2448.0	1.38	BBB+	
budipine	CC(N1CCC(c2ccccc2)(c3ccccc3)CC1)(C)C	68778.0	0.49	BBB+	
bufotenine	Oc1ccc2c(C(CCN(C)C)=CN2)c1	10257.0	-1.19	BBB+	
Buproprion, wellbutrin	CC(NC(C)(C)C)C(C1=CC=CC(Cl)=C1)=O	444.0		BBB+	
buspirone	O=C1CC2(CCCC2)CC(N1CCCCN(CC3)CCN3c4ncccn4)=O	2477.0	0.2	BBB+	
cadralazine	CC(C)N(CC(O)C)c1nnc(NNC(OCC)=O)cc1		-1.0	BBB+	
caffeine	O=C1N(C)C2=C(N(C)C=N2)C(N1C)=O	2519.0	-0.02	BBB+	
camptothecin	O=C1N2C(c3nc4ccccc4cc3C2)=CC5=C1COC([S@]5(O)CC)=O		-0.29	BBB+	
carbamazepine; tegretol	O=C(N)N1c2ccccc2C=Cc3ccccc31	2554.0	-0.12	BBB+	
carbinoxamine	CN(C)CCOC(C1=CC=C(Cl)C=C1)C2=NC=CC=C2	2564.0		BBB+	
carboplatin	O=C1O[Pt+2]([NH3])([NH3])OC(C12CCC2)=O			BBB+	
carisoprodol	CNC(OCC(COC(N)=O)(CCC)C)=O	117196.0	-0.18	BBB+	
carteolol	CC(C)(NCC(COc1c2c(NC(CC2)=O)ccc1)O)C	2583.0	-0.9	BBB+	
casopitant	CC1=CC(F)=CC=C1C2CC(N3CCN(C(C)=O)CC3)CCN2C(N(C)C(C)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=O	10232719.0	-0.01	BBB+	
celecoxib, celebrex	CC(C=C1)=CC=C1C2=CC(C(F)(F)F)=NN2C3=CC=C(S(=O)(N)=O)C=C3	2662.0	-1.0	BBB+	
CEP-1347	CCSCC1=CC=C2C(C(C3=C4CNC3=O)=C5N2C(C[C@]6(O)C(OC)=O)OC6(C)N7C8=C(C=C(CSCC)C=C8)C4=C57)=C1			BBB+	
cerivastatin	O=C(O)C[C@H](O)C[C@H](O)/C=C/C1=C(C2=CC=C(F)C=C2)C(COC)=C(C(C)C)N=C1C(C)C	446156.0	-1.82	BBB+	
chlorambucil	ClCCN(CCCl)c1ccc(CCCC(O)=O)cc1	2708.0	-1.74	BBB+	
chlordiazepoxide	CNC1=NC2=CC=C(Cl)C=C2C(C3=CC=CC=C3)=[N+]([O-])C1	2712.0		BBB+	
chlorpromazine	CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13	2726.0	1.36	BBB+	
cimetidine	CC1=C(CSCCN/C(NC)=N/C#N)N=CN1	2756.0	-1.48	BBB+	
citalopram	CN(C)CCCC(OC1)(C2=CC=C(F)C=C2)C3=C1C=C(C#N)C=C3	2771.0	0.71	BBB+	
clemastine	CN1[C@@H](CCO[C@](C2=CC=CC=C2)(C3=CC=C(Cl)C=C3)C)CCC1	26987.0		BBB+	
clioquinol	IC1=CC(Cl)=C(C=CC=N2)C2=C1O	2788.0	-2.4	BBB+	
clobazam	O=C1CC(N(C)c2ccc(Cl)cc2N1c3ccccc3)=O	2789.0	0.35	BBB+	
clomipramine	CN(C)CCCN1C2=CC(Cl)=CC=C2CCC3=CC=CC=C31	2801.0		BBB+	
clonazepam	O=C1NC2=CC=C([N+]([O-])=O)C=C2C(C3=CC=CC=C3Cl)=NC1	2802.0		BBB+	
clonidine	Clc1cccc(Cl)c1NC2=NCCN2	2803.0	0.11	BBB+	
clorazepate	O=C(C1C(NC2=CC=C(Cl)C=C2C(C3=CC=CC=C3)=N1)=O)O	2809.0		BBB+	
clozapine	CN(CC1)CCN1C2=NC(C=C(Cl)C=C3)=C3NC4=C2C=CC=C4	135398737.0	0.61	BBB+	
cmpd 31	O=S(C1=CC=C(C(N)=O)C=C1)(C2CCN(CCC3=CC=C(F)C=C3F)CC2)=O	9953268.0	-0.47	BBB+	
cocaine	COC(C1C(OC(c2ccccc2)=O)CC3CCC1N3C)=O	2826.0	0.6	BBB+	
codeine	COc1c(O2)c([C@]([C@@H]2[C@@H](O)C=C3)(CCN4C)[C@]3([H])[C@H]4C5)c5cc1	5284371.0	0.55	BBB+	
compound 14b	CC(C=CC=C1C)=C1NC(C2=CN=CN23)=NC=C3C(C=C4)=CC=C4OCCN5CCCC5	16126744.0	0.23	BBB+	
compound 26	O=S(C1=CC=C(C#N)C=C1)(C2CCN(CCC3=CC=C(F)C=C3F)CC2)=O	9908431.0	1.0	BBB+	
compound 5	O=C(C(C)C)NC1=CC=C(CC(CN2C[C@H](OC)C(N3C(C=CC(C)=C4)=C4N=C3C)CC2)C5)C5=C1		-1.22	BBB+	
compound 6h	COC1=CC(NC2=NN(C(NC(CO)C(C)C)=CC(C3CC3)=N4)C4=C2C(N)=O)=CC(OC)=C1		-0.39	BBB+	
compound A	FC1(F)CCC(C(C(NC2CCN(CC3=CC=CC(N)=N3)CC2)=O)(O)C4=CC=CC=C4)C1	19349126.0	-0.89	BBB+	
compound-1	CC1=NC2=C(C=C1)C(OCCN3CCC(CC4=CC=C(OCC(N5C)=O)C5=C4)CC3)=CC=C2	10114480.0	0.11	BBB+	
compound-10	CO[C@@H](C(N1C(C=CC(C)=C2)=C2N=C1C(C)(O)C)CC3)CN3CC4CC5=CC=C(C#N)C=C5C4		-0.05	BBB+	
compound-10b	ClC1=CC(CN2C(C)=CC(C(NC3=CC=C(CNC)C=C3)=O)=N2)=C(OCC4=CC=CC=C4)C=C1	24894002.0	0.15	BBB+	
compound-12	O=S(N1C=CC(C1=CC=C2Cl)=C2N3CCNCC3)(C4=CC(Cl)=CC=C4)=O	9822810.0	0.48	BBB+	
compound-14e	CC1=CC=CC(C)=C1NC2=NC=C(C3=CC=CC(OCCN4CCCC4)=C3)N5C=NC=C52	44422581.0	-0.05	BBB+	
compound-19	ClC1=CC=C(NN=C2NC3CCN(CC4=CC=C(OCO5)C5=C4)CC3)C2=C1	11653882.0	0.83	BBB+	
compound-4ag	CCCN(CC1CC1)C2=C3C(N(C4=CC=C(Cl)C=C4Cl)CC3)=NC(C)=N2	69460881.0	-0.22	BBB+	
compound-4fi	CC1=NC(N2N=C(C(F)(F)F)C=C2)=C3C(N(C4=CC=C(Cl)C=C4Cl)CC3)=N1	16721039.0	0.36	BBB+	
compound-4h	ClC1=CC(CN2C(C)=CC(NC(C3=CC=C(CNCC)C=C3)=O)=N2)=C(OCC(C)C)C=C1	24894000.0	-0.05	BBB+	
compound-4j	ClC1=CC(CN2C(C)=CC(NC(C3=CC=C(CN4CCCC4)C=C3)=O)=N2)=C(OCC(C)C)C=C1	24894001.0	0.3	BBB+	
compound-5d	O=C1NC(CCCN2CCC(C3=CC=CC=C3)CC2)=NC4=C(Cl)C=CC=C41	136104476.0	-0.03	BBB+	
compound-7b	CC(C=CN1CCCCN2CCN(C3=CC(C(F)(F)F)=NC(C(C)(C)C)=N3)CC2)=CC1=O	15949564.0	0.57	BBB+	
compound-9	O=C1ON=C(CC2(CCCCC2)CN)N1	135529433.0	-1.3	BBB+	
compound-S16d	O=C1NC(C2=CC(N3CCC(C4=CC=CC=C4)CC3)CC2)=NC5=C(Cl)C=CC=C51		0.36	BBB+	
cotinine	CN1C(c2cnccc2)CCC1=O	408.0	-0.34	BBB+	
cube-10	Oc1cc(OCCCCOc2ccc3c(OC(C=C3)=O)c2)ccc1C(CC(C)C)=O		-1.52	BBB+	
Cube-2	Oc1cc(OCCCCO)ccc1C(CC(C)C)=O		-1.52	BBB+	
cube-6	Oc1cc(OCCCCOc2ccc(CCC(O)=O)c(O)c2)ccc1C(CC(C)C)=O		-1.52	BBB+	
cube-8	Oc1cc(OCCCCOc2ccc(CCC(O)=O)c(OCC)c2)ccc1C(CC(C)C)=O		0.08	BBB+	
cyclobenzaprine, MK 130	CN(C)CC/C=C1C2=C(C=CC=C2)C=CC3=C/1C=CC=C3	2895.0	1.06	BBB+	
cyclohexane	C1CCCCC1	8078.0	0.92	BBB+	
cyclopropane	C1CC1	6351.0		BBB+	
daidzein	OC1=CC2=C(C(C(C3=CC=C(O)C=C3)=CO2)=O)C=C1	5281708.0	-0.15	BBB+	
declopramide	NC1=CC=C(C(NCCN(CC)CC)=O)C=C1Cl	70177.0	0.14	BBB+	
delavirdine	O=C(N1CCN(C2=NC=CC=C2NC(C)C)CC1)C(N3)=CC4=C3C=CC(NS(C)(=O)=O)=C4	5625.0	-1.14	BBB+	
desflurane	FC(OC(F)F)C(F)(F)F	42113.0		BBB+	
desipramine	CNCCCN1c2ccccc2CCc3ccccc31	2995.0	1.2	BBB+	
desmethyldesipramine	NCCCN1c2ccccc2CCc3ccccc31	159642.0	1.06	BBB+	
desmethyldiazepam, nordazepam	O=C1CN=C(c2ccccc2)c3cc(Cl)ccc3N1	2997.0	0.5	BBB+	
desmonomethylpromazine	CNCCCN1c2ccccc2Sc3ccccc13	28315.0	0.59	BBB+	
desvenlafaxine	OC1=CC=C(C(C2(O)CCCCC2)CN(C)C)C=C1	125017.0		BBB+	
dexmethylphenidate	O=C(OC)[C@H](C1=CC=CC=C1)[C@@H]2NCCCC2	154101.0		BBB+	
dextroamphetamine, dexedrine	N[C@@H](C)CC1=CC=CC=C1	5826.0		BBB+	
dextromethorphan	COc1cc([C@@](CCCC2)(CC3)[C@@]2([H])[C@@H](N3C)C4)c4cc1	5360696.0	0.02	BBB+	
diazepam	O=C1CN=C(c2ccccc2)c3cc(Cl)ccc3N1C	3016.0	0.3	BBB+	
dibudipine	O=C(OC(C)(C)C)C1=C(C)NC(C)=C(C(OC(C)(C)C)=O)C1C2=CC([N+]([O-])=O)=CC=C2	10252115.0	-0.42	BBB+	
dichloroacetate	ClC(C(O)=O)Cl	6597.0		BBB+	
dichloromethane	ClCCl	6344.0	-0.11	BBB+	
diclofenac	ClC1=C(NC2=CC=CC=C2CC(O)=O)C(Cl)=CC=C1	3033.0	-1.3	BBB+	
didanosine	OC[C@@H](O1)CC[C@@H]1N(C=N2)C(NC=N3)=C2C3=O	135398739.0	-1.3	BBB+	
diethylstilbestrol	CC/C(C1=CC=C(O)C=C1)=C(C2=CC=C(O)C=C2)/CC	448537.0		BBB+	
diphenhydramine	CN(CCOC(c1ccccc1)c2ccccc2)C	3100.0	1.26	BBB+	
divalproex	CCCC(CCC)C(O)=O	3121.0		BBB+	
DMXBA, GTS-21	COc1c(/C=C2CCCN=C2c3cccnc3)ccc(OC)c1	122226.0	0.42	BBB+	
domperidone	Clc1cc2c(N(C(N2)=O)C3CCN(CC3)CCCN4C(Nc5c4cccc5)=O)cc1	3151.0	-0.925	BBB+	
donepezil, aricept	COc1c(OC)cc(C(C(CC2CCN(Cc3ccccc3)CC2)C4)=O)c4c1	3152.0	0.69	BBB+	
doxepin	CN(C)CC/C=C1C2=CC=CC=C2OCC3=CC=CC=C/13	3158.0		BBB+	
doxylamine	CN(CCOC(c1ccccc1)(c2ncccc2)C)C	3162.0	0.64	BBB+	
droperidol	O=C(N1)N(C2=CCN(CCCC(C3=CC=C(F)C=C3)=O)CC2)C4=C1C=CC=C4	3168.0		BBB+	
duloxetine, cymbalta	CNCC[C@@H](OC1=C2C=CC=CC2=CC=C1)C3=CC=CS3	10334821.0		BBB+	
eletriptan	O=S(CCC1=CC2=C(NC=C2C[C@H]3N(C)CCC3)C=C1)(C4=CC=CC=C4)=O	25273626.0	-0.52	BBB+	
enflurane	FC(Cl)C(F)(OC(F)F)F	3226.0		BBB+	
ergotamine	[H][C@@]12CC3=CNC4=CC=CC(C1=C[C@@H](C(N[C@@]5(C)C(N6[C@@H](CC7=CC=CC=C7)C(N8CCC[C@]8([C@]6(O)O5)[H])=O)=O)=O)CN2C)=C43	8223.0		BBB+	
escitalopram	Fc1ccc([C@@](OC2)(CCCN(C)C)c3c2cc(C#N)cc3)cc1	146570.0	-0.37	BBB+	
estazolam	ClC1=CC=C(N2C(CN=C3C4=CC=CC=C4)=NN=C2)C3=C1	3261.0		BBB+	
eszopiclone, lunesta	O=C(N1CCN(C)CC1)O[C@@H]2N(C3=NC=C(Cl)C=C3)C(C4=NC=CN=C42)=O	969472.0		BBB+	
ethanol	OCC	702.0	-0.16	BBB+	
ethosuximide	O=C1CC(CC)(C)C(N1)=O	3291.0	-0.05	BBB+	
etomidate	O=C(C1=CN=CN1[C@@H](C2=CC=CC=C2)C)OCC	667484.0		BBB+	
etoprine	ClC1=CC(C2=C(N)N=C(N)N=C2CC)=CC=C1Cl	29142.0	0.65	BBB+	
everolimus, RAD001	CC(CC1CC(OC)[C@H](OCCO)CC1)C(C2)OC(C3N(C(C([C@@]4(O)[C@H](C)CCC(C[C@H](OC)/C(C)=C/C=C/C=C/C(C)CC(C)C(C([C@@H](O)C(C)=C[C@@H](C)C2=O)OC)=O)O4)=O)=O)CCCC3)=O			BBB+	
fasudil	O=S(N1CCNCCC1)(C2=C(C=CN=C3)C3=CC=C2)=O	3547.0		BBB+	
felbamate	NC(OCC(COC(N)=O)c1ccccc1)=O	3331.0	-0.19	BBB+	
fentanyl	CCC(N(c1ccccc1)C2CCN(CCc3ccccc3)CC2)=O	3345.0	0.38	BBB+	
fexofenadine	OC(C1=CC=CC=C1)(C2=CC=CC=C2)C3CCN(CCCC(O)C4=CC=C(C(C)(C)C(O)=O)C=C4)CC3	3348.0	-1.3	BBB+	
flavopiridol	OC1=C(C2CCN(C)CC2O)C(OC(C3=C(Cl)C=CC=C3)=CC4=O)=C4C(O)=C1	5466794.0		BBB+	
flumazenil	CN(C1)C(c2cc(F)ccc2N3C1=C(C(OCC)=O)N=C3)=O	3373.0	-0.29	BBB+	
flunitrazepam, rohypnol	CN1c2ccc([N+]([O-])=O)cc2C(c3c(F)cccc3)=NCC1=O	3380.0	0.06	BBB+	
fluoroxene	FC(F)(F)COC=C	9844.0	0.13	BBB+	
fluoxetine	CNCCC(c1ccccc1)Oc2ccc(C(F)(F)F)cc2	3386.0	1.07	BBB+	
fluphenazine	OCCN(CC1)CCN1CCCN2c3ccccc3Sc4c2cc(C(F)(F)F)cc4	3372.0	1.51	BBB+	
flurazepam	O=C1N(CCN(CC)CC)C2=CC=C(Cl)C=C2C(C3=CC=CC=C3F)=NC1	3393.0		BBB+	
flurbiprofen	FC1=CC(C(C)C(O)=O)=CC=C1C2=CC=CC=C2	3394.0	-1.68	BBB+	
fluvoxamine	COCCCC/C(C1=CC=C(C(F)(F)F)C=C1)=N\OCCN	5361192.0	0.79	BBB+	
FR 260010	CC1=CN(C=N1)C2=CC=CC(NC3=NC=NC4=C3CCC5=CC=CC=C54)=C2	9968450.0	0.3	BBB+	
FR194921	O=C(C=C1)N(C2CCN(C)CC2)N=C1C3=C(C=CC=C4)N4N=C3c5ccccc5	9821511.0		BBB+	
frovatriptan	O=C(N)C(C=C1)=CC2=C1NC3=C2CC(NC)CC3	5284561.0		BBB+	
FTC; emtricitabine	O=C1N([C@H]2O[C@@H](CO)SC2)C=C(F)C(N)=N1	60877.0	-1.22	BBB+	
gabapentin	O=C(O)CC1(CN)CCCCC1	3446.0		BBB+	
galantamine	O[C@H]1C=C[C@@]23C(C(CN(C)CC3)=CC=C4OC)=C4O[C@@]2([H])C1	9651.0		BBB+	
gleevec, imatinib, STI 571	CN1CCN(CC2=CC=C(C(NC3=CC(NC4=NC=CC(C5=CC=CN=C5)=N4)=C(C)C=C3)=O)C=C2)CC1	5291.0	-1.5	BBB+	
GR 205171, vofopitant	COC(C=C1)=C(CNC2CCCNC2C3=CC=CC=C3)C=C1N4C(C(F)(F)F)=NN=N4	122033.0	0.24	BBB+	
GW406381	O=S(c1ccc(C2=C3C=CC=NN3N=C2c4ccc(OCC)cc4)cc1)(C)=O	9832687.0	0.18	BBB+	
haloperidol	Clc1ccc(C2(O)CCN(CCCC(c3ccc(F)cc3)=O)CC2)cc1	3559.0	1.27	BBB+	
halothane	FC(F)(F)C(Br)Cl	3562.0		BBB+	
heptane	CCCCCC	8058.0	0.81	BBB+	
hexobarbital	CN(C(N1)=O)CC(C)(C2=CCCCC2)C1=O	90358929.0	0.1	BBB+	
hydantoin	O=C1NC(CN1)=O	10006.0		BBB+	
Hydrocodone	[H][C@]1([C@H](N2C)C3)[C@@]4(CC2)C5=C3C=CC(OC)=C5O[C@@]4([H])C(CC1)=O	5284569.0	0.32	BBB+	
hydromorphone	[H][C@]1([C@]2([C@]3([H])O4)C5=C4C(O)=CC=C5C[C@H]1N(C)CC2)CCC3=O	68518464.0		BBB+	
hydroxyurea	O=C(N)NO	3657.0		BBB+	
hydroxyzine	Clc1ccc(C(N2CCN(CCOCCO)CC2)c3ccccc3)cc1	3658.0	0.58	BBB+	
ibuprofen	CC(C)Cc1ccc(C(C)C(O)=O)cc1	3672.0	-0.18	BBB+	
ICA-27243	ClC1=NC=C(NC(C2=CC=C(F)C(F)=C2)=O)C=C1	9903497.0	0.44	BBB+	
imipramine	CN(C)CCCN1c2ccccc2CCc3ccccc31	3696.0	1.06	BBB+	
indinavir	CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)O)O)CC5=CN=CC=C5	5362440.0	-1.07	BBB+	
indomethacin	CC(N1C(c2ccc(Cl)cc2)=O)=C(CC(O)=O)c3c1ccc(OC)c3	3715.0	-1.26	BBB+	
iproniazid	O=C(NNC(C)C)C1=CC=NC=C1	3748.0		BBB+	
iressa, gefitinib	ClC1=C(F)C=CC(NC2=NC=NC3=C2C=C(OCCCN4CCOCC4)C(OC)=C3)=C1	123631.0		BBB+	
Irie-10b	N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OCC4CCN(C)CC4)=N1	44579121.0	0.367	BBB+	
