compound_name	smiles	CID	logBB	BBB+/BBB-	comments
Hexobarbital	N1(C)C(=O)C(C)(C2=CCCCC2)C(=O)NC1=O	3608.0	0.1		
Hydroxyzine	C1(C(N3CCN(CCOCCO)CC3)C2=CC=CC=C2)=CC=C(Cl)C=C1	3658.0	0.39		
Ibuprofen	C1=C(CC(C)C)C=CC(C(C)C(=O)O)=C1	3672.0	-0.18		
ICI 17148	C1(C)=CN=C(N=C(N)N)S1	23545906.0	-0.04		
Icotidine	C1C=NC(CCCCNC2=NC(=O)C(CC3C=CC(C)=NC=3)=CN2)=C(OC)C=1	72108.0	-2.0		
Imipramine	C12=C(N(CCCN(C)C)C3=C(CC1)C=CC=C3)C=CC=C2	3696.0	1.06		
Indinavir	C3C=CC=C5C=3CC(O)C5NC(=O)C(CC4C=CC=CC=4)CC(O)CN1C(C(=O)NC(C)(C)C)CN(CC2C=NC=CC=2)CC1	3706.0	-0.745		
Indomethacin	C32=C(C=C(OC)C=C3)C(CC(=O)O)=C(C)N2C(=O)C1=CC=C(Cl)C=C1	3715.0	-1.26		
Isoflurane	C(F)(F)(F)C(Cl)OC(F)F	3763.0	0.42		
Krypton	[Kr]	5416.0	-0.16		
L-663,581	C4C2N(C3=C(C(=O)N4C)C(Cl)=CC=C3)C=NC=2C1=NOC(C(C)C)=N1	129710.0	-0.3		
Levodopa	C1(O)=C(O)C=CC(CC(N)C(O)=O)=C1	836.0	-0.77		
Levorphanol	C123C4C(CC(C1CCCC2)N(C)CC3)=CC=C(O)C=4	3918.0	0.0		
Lin_test_35	N4(C)C(=O)C2=C(N3C(C4)=C(C1N=C(C(C)(O)CO)ON=1)N=C3)C=CC=C2Cl	10091748.0	-1.82		
Lin_train_45	C(F)(F)(F)CC(Br)Cl	18356503.0	0.35		
Lin_train_55	C(F)(F)(F)CC(Br)F	23235109.0	0.27		
Lupitidine	C1(=O)C(CC3=CN=C(C)C=C3)=CNC(NCCSCC2=CC=C(CN(C)C)O2)=N1	4375468.0	-1.06		
Mepyramine	N(C2=NC=CC=C2)(CC1C=CC(OC)=CC=1)CCN(C)C	4992.0	0.49		
Mesoridazine	N1(CCC3N(C)CCCC3)C4C=C(S(=O)C)C=CC=4SC2=C1C=CC=C2	4078.0	-0.36		
Methamphetamine	C(C1C=CC=CC=1)C(C)NC	1206.0	0.99		
Methane	C	297.0	0.04		
Methohexital	C1(=O)C(C(C)C#CCC)(CC=C)C(=O)NC(=O)N1C	9034.0	-0.06		
Methotrexate	N3=C(N)C2=C(N=C3N)N=CC(CN(C)C1=CC=C(C(=O)NC(C(=O)O)CCC(=O)O)C=C1)=N2	4112.0	-1.52		
Methoxyflurane	C(F)(F)(C(Cl)Cl)OC	4116.0	0.25		
Methylcyclopentane	C1(C)CCCC1	7296.0	0.93		
Mianserin	C4=CC=C2C(=C4)C1N(C3=C(C2)C=CC=C3)CCN(C)C1	4184.0	0.99		
Midazolam	N12C3=C(C(C4=C(F)C=CC=C4)=NCC1=CN=C2C)C=C(Cl)C=C3	4192.0	0.36		
Mirtazapine	C12=C(CC3=C(C4N1CCN(C)C4)C=CC=C3)C=CC=N2	4205.0	0.53		
Monohydroxy L-663,581 metabolite	C4C2N(C3=C(C(=O)N4C)C(Cl)=CC=C3)C=NC=2C1N=C(C(C)(C)O)ON=1	10384745.0	-1.34		
Morphine	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O	4253.0	-0.16		
m-Xylene	CC1C=C(C)C=CC=1	7929.0	0.295		
N-Desmethylclobazam	N1(C3=CC=CC=C3)C(=O)CC(=O)NC2=C1C=C(Cl)C=C2	89657.0	0.0		
Neon	[Ne]	23935.0	0.2		
Nevirapine	C34=C(C(C)=CC=N3)NC(=O)C1=C(N4C2CC2)N=CC=C1	4463.0	0.0		
Nitrogen	N#N	947.0	0.03		
Nitrous oxide	N#NO	6455345.0	0.03		
Nor-1-chlorpromazine	N1(CCCNC)C2=C(SC3=C1C=CC=C3)C=CC(Cl)=C2	62875.0	1.37		
Nor-2-chlorpromazine	N1(CCCN)C2=C(SC3=C1C=CC=C3)C=CC(Cl)=C2	74981.0	0.97		
Northioridazine	N1(CCC4NCCCC4)C2=C(SC3=C1C=CC=C3)C=CC(SC)=C2	558813.0	0.75		
Norverapamil	C(C2C=C(OC)C(OC)=CC=2)(C#N)(C(C)C)CCCNCCC1C=C(OC)C(OC)=CC=1	104972.0	-0.64		
Oxazepam	N1=C(C3C=CC=CC=3)C2=C(C=CC(Cl)=C2)NC(=O)C1O	4616.0	0.61		
o-Xylene	CC1C(C)=CC=CC=1	7237.0	0.366		
Paraxanthine	N1(C)C=NC2NC(=O)N(C)C(=O)C1=2	4687.0	0.06		
Pentane	CCCCC	8003.0	0.76		
Pentobarbital	C1(=O)C(C(C)CCC)(CC)C(=O)NC(=O)N1	4737.0	0.12		
Pergolide	C12C3=C(C4C(N(CCC)CC(CSC)C4)C1)C=CC=C3NC=2	4745.0	0.3		
Phencyclidine	C1(N3CCCCC3)(C2C=CC=CC=2)CCCCC1	6468.0	0.68		
Phenserine	C1=CC=CC(NC(=O)OC4=CC3=C(C=C4)N(C)C2C3(C)CCN2C)=C1	612745.0	1.0		
Phenylbutazone	C1(CCCC)C(=O)N(C3=CC=CC=C3)N(C2=CC=CC=C2)C1=O	4781.0	-0.52		
Phenytoin	C1(=O)C(C3=CC=CC=C3)(C2=CC=CC=C2)NC(=O)N1	1775.0	-0.04		
Physostigmine	C12(C)C(N(C)C3=C1C=C(OC(=O)NC)C=C3)N(C)CC2	4811.0	0.079		
Primidone	C1(=O)C(CC)(C2=CC=CC=C2)C(=O)NCN1	4909.0	-0.07		
Promazine	N1(CCCN(C)C)C2=C(SC3=C1C=CC=C3)C=CC=C2	4926.0	1.23		
Propan-1-ol	C(O)CC	1031.0	-0.16		
Propan-2-ol	CC(C)O	3776.0	-0.15		
Propanone	CC(C)=O	180.0	-0.15		
Propranolol	C12=C(C=CC=C1OCC(O)CNC(C)C)C=CC=C2	4946.0	0.64		
p-Xylene	CC1C=CC(C)=CC=1	7809.0	0.314		
Quinidine	COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O	1065.0	-0.46		
Ranitidine	C1(CN(C)C)=CC=C(CSCCNC(NC)=CN(=O)=O)O1	5039.0	-1.23		
Risperidone	C52N(CCCC5)C(=O)C(CCN1CCC(C3=NOC4=C3C=CC(F)=C4)CC1)=C(C)N=2	5073.0	-0.02		
Salicylic acid	C(=O)(O)C1C(O)=CC=CC=1	338.0	-1.1		
Salicyluric acid	C(=O)(O)CNC(=O)C1C(O)=CC=CC=1	10253.0	-0.44		
SB-222200	C3=CC=CC=C3C(CC)NC(=O)C1=C(C)C(C4C=CC=CC=4)=NC2C1=CC=CC=2	3946663.0	0.3		
SK&F 93319	C4C=CC2C(C=4)=CC=C(CC1C(=O)N=C(NCCSCC3=CC=C(CN(C)C)O3)NC=1)C=2	14022522.0	-1.3		
SKF101468	C1C=CC2=C(C=1CCN(CCC)CCC)CC(=O)N2	5095.0	-0.3		
SKF89124	C1C=C(O)C2=C(C=1CCN(CCC)CCC)CC(=O)N2	133741.0	-0.06		
Sulforidazine	N1(CCC3N(C)CCCC3)C4C=C(S(=O)(=O)C)C=CC=4SC2=C1C=CC=C2	31765.0	0.18		
Sulphur hexafluoride (SF6)	S(F)(F)(F)(F)(F)F	17358.0	0.36		
Tacrine	C1(N)=C2C(=NC3=C1C=CC=C3)CCCC2	1935.0	-0.13		
Teflurane	C(F)(F)(F)C(F)Br	31300.0	0.27		
Temelastine	C3(C)=CC(Br)=CN=C3CCCCNC1NC=C(CC2C=NC(C)=CC=2)C(=O)N=1	55482.0	-1.88		
Tertbutylchlorambucil	C(=O)(OC(C)(C)C)CCCC1C=CC(N(CCCl)CCCl)=CC=1	83909.0	1.0		
Theobromine	C12=C(C(=O)NC(=O)N1C)N(C)C=N2	5429.0	-0.28		
Theophylline	C12=C(C(=O)N(C)C(=O)N1C)NC=N2	2153.0	-0.29		
Thiopental	C1(=O)C(C(C)CCC)(CC)C(=O)N=C(S)N1	3000715.0	-0.14		
Thioperamide	C1(C2CCN(C(=S)NC3CCCCC3)CC2)=CNC=N1	3035905.0	-0.16		
Thioridazine	N1(CCC4N(C)CCCC4)C2=C(SC3=C1C=CC=C3)C=CC(SC)=C2	5452.0	0.24		
Tibolone	C12=C(CC(C)C3C4C(C)(C(O)(C#C)CC4)CCC13)CC(=O)CC2	5470.0	0.4		
Tiotidine	CNC(=NC#N)NCCSCC1N=C(N=C(N)N)SC=1	50287.0	-0.82		
Toluene	C1(C)C=CC=CC=1	1140.0	0.37		
Triazolam	N12C3=C(C(C4=C(Cl)C=CC=C4)=NCC1=NN=C2C)C=C(Cl)C=C3	5556.0	0.74		
Trichloroethene	C(Cl)(Cl)=CCl	6575.0	0.34		
Trichloromethane	C(Cl)(Cl)Cl	6212.0	0.29		
Trifluoperazine	C3=CC=C2C(=C3)N(CCCN4CCN(C)CC4)C1=C(S2)C=CC(C(F)(F)F)=C1	5566.0	1.44		
Valproic acid	CCCC(CCC)C(=O)O	3121.0	-0.22		
Verapamil	C1(OC)=C(OC)C=CC(C(CCCN(C)CCC2=CC=C(OC)C(OC)=C2)(C(C)C)C#N)=C1	2520.0	-0.7		
Xenon	[Xe]	23991.0	0.03		
Y-G14	C1=CC=CC(CCNC)=N1	2366.0	-0.42		
Y-G15	C1=NC(CCN(C)C)=CC=C1	80554.0	-0.06		
Y-G16	C1(CCN)=NC=CS1	87653.0	-0.42		
Y-G19	C1=C(C2=CSC(CCN)=N2)C=CC=C1	1497794.0	-0.43		
Y-G20	C1C=CN2C(C=1)=NC(CCN)=C2	7536516.0	0.25		
Zidovudine	N1(C2OC(CO)C(N=N=N)C2)C(=O)NC(=O)C(C)=C1		-0.72		
Zolantidine	S1C(NCCCOC4C=C(CN3CCCCC3)C=CC=4)=NC2C1=CC=CC=2	91769.0	0.14		
α-Hydroxyalprazolam	N1N=C(CO)N2C3C(C(C4C=CC=CC=4)=NCC=12)=CC(Cl)=CC=3	162244.0	-1.27		
